PlanetName,Method,Year,Facility,OrbitPeriod,PlanetRadius,PlanetMass
Kepler-272 c,Transit,2014,Kepler,6.057,1.63,97.8
Kepler-276 c,Transit,2013,Kepler,31.884,2.83,25.2
Kepler-276 c,Transit,2013,Kepler,31.884,2.9,16.6
Kepler-276 d,Transit,2013,Kepler,48.646,2.74,18.4
Kepler-276 d,Transit,2013,Kepler,48.648,2.8,16.3
Kepler-277 b,Transit,2013,Kepler,17.324,2.92,78.1
Kepler-277 b,Transit,2013,Kepler,17.324,2.92,87.3
Kepler-277 c,Transit,2013,Kepler,33.006,3.36,64.2
Kepler-277 c,Transit,2013,Kepler,33.006,3.36,39.6
Kepler-279 c,Transit,2013,Kepler,35.735,5.5,7.4
Kepler-279 c,Transit,2013,Kepler,35.736,4.3,49.4
Kepler-279 d,Transit,2013,Kepler,54.414,3.1,37.5
Kepler-279 d,Transit,2013,Kepler,54.414,4.3,4.5
Kepler-28 b,Transit,2011,Kepler,5.912,2.93,8.8
Kepler-28 b,Transit,2011,Kepler,5.9123,3.6,479.9
Kepler-28 c,Transit,2011,Kepler,8.986,2.77,10.9
Kepler-28 c,Transit,2011,Kepler,8.9858,3.4,432.23
Kepler-282 d,Transit,2013,Kepler,24.806,2.46,61
Kepler-282 e,Transit,2013,Kepler,44.347,3.1,56.2
Kepler-289 b,Transit,2014,Kepler,34.545,2.15,7.3
Kepler-289 c,Transit,2014,Kepler,125.8518,11.59,132
Kepler-289 c,Transit,2014,Kepler,125.865,11.545,133.4886
Kepler-289 d,Transit,2014,Kepler,66.0634,2.68,4
Kepler-29 b,Transit,2011,Kepler,10.3384,3.35,4.51
Kepler-29 b,Transit,2011,Kepler,10.3376,3.6,127.1
Kepler-29 b,Transit,2011,Kepler,10.33974,2.55,5
Kepler-29 c,Transit,2011,Kepler,13.28613,2.34,4.5
Kepler-29 c,Transit,2011,Kepler,13.2907,2.9,95.3
Kepler-29 c,Transit,2011,Kepler,13.2884,3.14,4
Kepler-297 b,Transit,2014,Kepler,38.868,3.24,48.5
Kepler-297 c,Transit,2014,Kepler,74.924,7.39,42.1
Kepler-30 b,Transit,2012,Kepler,29.323,1.9,8.8
Kepler-30 b,Transit,2012,Kepler,29.312,3.56,78.6
Kepler-30 b,Transit,2012,Kepler,29.329,3.6,63.566
Kepler-30 b,Transit,2012,Kepler,29.33434,3.9,11.3
Kepler-30 c,Transit,2012,Kepler,60.326,11.23,1603.8
Kepler-30 c,Transit,2012,Kepler,60.332,13.1,527.7
Kepler-30 c,Transit,2012,Kepler,60.3251,14.3,2892.253
Kepler-30 c,Transit,2012,Kepler,60.323105,12.3,640
Kepler-30 d,Transit,2012,Kepler,143.34394,8.8,23.1
Kepler-30 d,Transit,2012,Kepler,143.213,10.6,5403.11
Kepler-305 b,Transit,2013,Kepler,5.487,3.66,7.2
Kepler-305 b,Transit,2013,Kepler,5.487,3.6,10.5
Kepler-305 c,Transit,2013,Kepler,8.291,3.3,6
Kepler-305 c,Transit,2013,Kepler,8.291,3.35,4.5
Kepler-305 d,Transit,2014,Kepler,16.739,2.7,9.1
Kepler-307 b,Transit,2013,Kepler,10.4208,2.43,7.44
Kepler-307 b,Transit,2013,Kepler,10.421,3.01,8.81
Kepler-307 b,Transit,2013,Kepler,10.416,3.21,2.1
Kepler-307 b,Transit,2013,Kepler,10.416,3.2,3.1
Kepler-307 b,Transit,2013,Kepler,10.416,3,8.8
Kepler-307 c,Transit,2013,Kepler,13.084,2.8,1.5
Kepler-307 c,Transit,2013,Kepler,13.084,2.81,1.9
Kepler-307 c,Transit,2013,Kepler,13.073,2.72,3.9
Kepler-307 c,Transit,2013,Kepler,13.084,2.7,3.9
Kepler-307 c,Transit,2013,Kepler,13.0729,2.2,3.64
Kepler-31 c,Transit,2011,Kepler,42.632,4.71,29.5
Kepler-31 c,Transit,2011,Kepler,42.6318,5.3,1493.7
Kepler-31 d,Transit,2014,Kepler,87.6451,3.9,2161.244
Kepler-310 d,Transit,2014,Kepler,92.874,2.1,7
Kepler-317 b,Transit,2014,Kepler,5.524,2.08,109.8
Kepler-32 b,Transit,2011,Kepler,5.90124,2.2,1303
Kepler-32 b,Transit,2011,Kepler,5.901,2.25,9.4
Kepler-32 c,Transit,2011,Kepler,8.7522,2,158.9
Kepler-32 c,Transit,2011,Kepler,8.752,2.02,7.7
Kepler-323 b,Transit,2014,Kepler,1.678,1.67,684.4
Kepler-323 c,Transit,2014,Kepler,3.554,1.9,79.7
Kepler-326 b,Transit,2014,Kepler,2.248,3.03,44.6
Kepler-326 c,Transit,2014,Kepler,4.58,2.79,17.4
Kepler-326 d,Transit,2014,Kepler,6.767,2.41,6.9
Kepler-327 c,Transit,2014,Kepler,5.212,1.18,20.3
Kepler-328 b,Transit,2013,Kepler,34.921,2.3,28.5
Kepler-328 c,Transit,2013,Kepler,71.312,5.4,39.4
Kepler-33 c,Transit,2011,Kepler,13.176,2.6,0.39
Kepler-33 d,Transit,2011,Kepler,21.776,4.98,11.7
Kepler-33 d,Transit,2011,Kepler,21.776,4.6,4.1
Kepler-33 d,Transit,2011,Kepler,21.776,4.58,3.91
Kepler-33 e,Transit,2011,Kepler,31.785,3.74,12.8
Kepler-33 e,Transit,2011,Kepler,31.784,3.53,5.57
Kepler-33 e,Transit,2011,Kepler,31.784,3.5,5.5
Kepler-33 f,Transit,2011,Kepler,41.029,4,9.65
Kepler-33 f,Transit,2011,Kepler,41.028,4,9.6
Kepler-33 f,Transit,2011,Kepler,41.028,4.15,25.2
Kepler-333 b,Transit,2014,Kepler,12.551,1.61,28.2
Kepler-338 b,Transit,2014,Kepler,13.727,2.43,30.6
Kepler-338 e,Transit Timing Variations,2014,Kepler,9.341,1.56,8.5
Kepler-339 c,Transit,2014,Kepler,6.988,1.16,7.3
Kepler-339 d,Transit,2014,Kepler,10.558,1.18,14.7
Kepler-34 b,Transit,2011,Kepler,288.822,8.564,69.92
Kepler-345 b,Transit,2014,Kepler,7.416,0.8,0.5
Kepler-345 c,Transit,2014,Kepler,9.387,1.3,2.2
Kepler-349 b,Transit,2014,Kepler,5.93,1.86,94.5
Kepler-35 b,Transit,2011,Kepler,131.458,8.16,40.363
Kepler-350 c,Transit,2013,Kepler,17.848,2.53,7.2
Kepler-350 c,Transit,2013,Kepler,17.849,3.1,6.1
Kepler-350 d,Transit,2013,Kepler,26.136,2.28,14.8
Kepler-350 d,Transit,2013,Kepler,26.136,2.8,14.9
Kepler-351 b,Transit,2014,Kepler,37.053,3.03,4.8
Kepler-351 c,Transit,2014,Kepler,57.248,3.16,11.1
Kepler-359 c,Transit,2014,Kepler,57.693,4.8,2.9
Kepler-359 d,Transit,2014,Kepler,77.083,4.6,2.7
Kepler-36 b,Transit,2012,Kepler,13.848,1.5,3.9
Kepler-36 b,Transit,2012,Kepler,13.83989,1.486,4.45
Kepler-36 b,Transit,2012,Kepler,13.86825,1.498,3.83
Kepler-36 c,Transit,2012,Kepler,16.21865,3.679,7.13
Kepler-36 c,Transit,2012,Kepler,16.23855,3.679,8.08
Kepler-36 c,Transit,2012,Kepler,16.233,3.8,7.5
Kepler-363 c,Transit,2014,Kepler,7.542,2.41,66.4
Kepler-37 b,Transit,2013,Kepler,13.36731,0.336,3.1783
Kepler-37 b,Transit,2013,Kepler,13.3675,0.32,10
Kepler-37 c,Transit,2013,Kepler,21.302,0.75,12
Kepler-37 d,Transit,2013,Kepler,39.7922,1.94,12.2
Kepler-37 d,Transit,2013,Kepler,39.792,2,62.5
Kepler-38 b,Transit,2012,Kepler,105.599,4.3,122
Kepler-385 b,Transit,2014,Kepler,10.044,2.79,12.8
Kepler-385 c,Transit,2014,Kepler,15.162,3.1,13.2
Kepler-39 b,Transit,2011,Kepler,21.08721,13.9,6388.1
Kepler-39 b,Transit,2011,Kepler,21.087168,12.24,5689.157
Kepler-39 b,Transit,2011,Kepler,21.08721,13.899,6388.383
Kepler-39 b,Transit,2011,Kepler,21.0874,13.68,5720.7
Kepler-396 b,Transit,2013,Kepler,42.994,3.5,75.5
Kepler-396 c,Transit,2013,Kepler,88.505,5.3,17.9
Kepler-4 b,Transit,2009,Kepler,3.21346,4.002,24.472
Kepler-4 b,Transit,2009,Kepler,3.213658,4.125,23.83725
Kepler-40 b,Transit,2010,Kepler,6.87349,13.11,699.2
Kepler-40 b,Transit,2010,Kepler,6.87349,14.235,673.7996
Kepler-40 b,Transit,2010,Kepler,6.8731697,16.141,657.9081
Kepler-40 b,Transit,2010,Kepler,6.8731697,16.141,686.5128
Kepler-406 b,Transit,2014,Kepler,2.42629,1.43,6.35
Kepler-406 c,Transit,2014,Kepler,4.62332,0.85,2.71
Kepler-407 b,Transit,2014,Kepler,0.66931,1.07,3.2
Kepler-408 b,Transit,2014,Kepler,2.46502,0.82,5
Kepler-409 b,Transit,2014,Kepler,68.9584,1.19,22
Kepler-41 b,Transit,2011,Kepler,1.8555577,11.657,177.9848
Kepler-41 b,Transit,2011,Kepler,1.8555588,9.55,156.69019
Kepler-41 b,Transit,2011,Kepler,1.855558,9.98,174.8
Kepler-41 b,Transit,2011,Kepler,1.8555582,14.46,177.98
Kepler-41 b,Transit,2011,Kepler,1.8555582,14.46,179.89178
Kepler-411 b,Transit,2013,Kepler,3.005156,2.401,25.6
Kepler-411 c,Transit,2016,Kepler,7.834435,4.421,26.4
Kepler-411 d,Transit,2018,Kepler,58.02035,3.319,15.2
Kepler-412 b,Transit,2014,Kepler,1.72086123,14.852,298.43
Kepler-412 b,Transit,2014,Kepler,1.7208604,15.031,299.07803
Kepler-412 b,Transit,2014,Kepler,1.7208612,14.852,294.62841
Kepler-413 b,Transit,2014,Kepler,66.262,4.347,67
Kepler-414 b,Transit Timing Variations,2014,Kepler,4.7,1.71,3.5
Kepler-414 c,Transit Timing Variations,2014,Kepler,7.171,3.01,29.9
Kepler-415 b,Transit Timing Variations,2014,Kepler,4.176,1.21,119.9
Kepler-416 b,Transit Timing Variations,2014,Kepler,6.319,2.48,58.2
Kepler-417 b,Transit Timing Variations,2014,Kepler,12.331,2.31,11
Kepler-418 b,Transit,2014,Kepler,86.67856,13.45,349.6
Kepler-418 b,Transit,2014,Kepler,86.679,13.451,349.613
Kepler-419 b,Transit,2014,Kepler,69.7547,10.761,820.0014
Kepler-419 b,Transit,2014,Kepler,69.7546,10.8,794.5
Kepler-422 b,Transit,2014,Kepler,7.8914483,12.89,136.66
Kepler-422 b,Transit,2014,Kepler,7.8914483,12.89,155.7367
Kepler-423 b,Transit,2014,Kepler,2.68432848,13.45,228.83
Kepler-423 b,Transit,2014,Kepler,2.6843285,13.361,192.60498
Kepler-423 b,Transit,2014,Kepler,2.6843285,13.361,189.101
Kepler-424 b,Transit,2014,Kepler,3.3118644,9.976,341.98508
Kepler-424 b,Transit,2014,Kepler,3.3118644,9.98,327.35
Kepler-425 b,Transit,2014,Kepler,3.79701816,10.962,71.82958
Kepler-425 b,Transit,2014,Kepler,3.79701816,10.962,79.45
Kepler-426 b,Transit,2014,Kepler,3.21751883,12.218,107.10871
Kepler-426 b,Transit,2014,Kepler,3.21751883,12.22,108.06
Kepler-427 b,Transit,2014,Kepler,10.290994,13.79,92.17
Kepler-427 b,Transit,2014,Kepler,10.290994,13.787,92.80636
Kepler-428 b,Transit,2014,Kepler,3.52563254,12.106,406.8224
Kepler-428 b,Transit,2014,Kepler,3.52563254,12.11,403.63
Kepler-43 b,Transit,2011,Kepler,3.0240922,12.55,962.98
Kepler-43 b,Transit,2011,Kepler,3.02409309,13,994.77
Kepler-43 b,Transit,2011,Kepler,3.02409309,13.002,997.9862
Kepler-43 b,Transit,2011,Kepler,3.0240949,13.664,1026.5909
Kepler-43 b,Transit,2011,Kepler,3.0240933,12.498,982.0947
Kepler-43 b,Transit,2011,Kepler,3.024095,13.45,1026.55
Kepler-432 b,Transit,2015,Kepler,52.50097,12.554,1547.77
Kepler-432 b,Transit,2015,Kepler,52.501129,12.834,1719.4603
Kepler-432 b,Transit,2015,Kepler,52.50113,12.834,182.75225
Kepler-433 b,Transit,2015,Kepler,5.3340838,16.253,893.1023
Kepler-433 b,Transit,2015,Kepler,5.33408384,16.25,896.24
Kepler-434 b,Transit,2015,Kepler,12.8747099,12.67,908.96
Kepler-434 b,Transit,2015,Kepler,12.8747099,12.666,947.1334
Kepler-435 b,Transit,2015,Kepler,8.6001536,22.306,270.1555
Kepler-435 b,Transit,2015,Kepler,8.6001536,22.31,266.97
Kepler-44 b,Transit,2011,Kepler,3.2467293,12.22,317.82
Kepler-44 b,Transit,2011,Kepler,3.24674,13.9,324.17
Kepler-44 b,Transit,2011,Kepler,3.246722,13.451,327.3649
Kepler-44 b,Transit,2011,Kepler,3.2467293,12.218,311.79123
Kepler-444 d,Transit,2015,Kepler,6.189,0.5,0.2
Kepler-444 e,Transit,2015,Kepler,7.743,0.5,0.1
Kepler-447 b,Transit,2015,Kepler,7.79430132,18.49,435.41
Kepler-45 b,Transit,2011,Kepler,2.45524122,11.198,158.915
Kepler-45 b,Transit,2011,Kepler,2.4552339,10.761,153.82972
Kepler-45 b,Transit,2011,Kepler,2.455239,10.76,160.497
Kepler-453 b,Transit,2015,Kepler,240.503,6.204,16
Kepler-454 b,Transit,2015,Kepler,10.57375339,2.37,6.84
Kepler-454 b,Transit,2015,Kepler,10.57,2.354,6.3566
Kepler-46 b,Transit,2012,Kepler,33.60134,9.057,1907
Kepler-46 b,Transit,2012,Kepler,33.648,9.079,281.27955
Kepler-47 b,Transit,2012,Kepler,49.4643,3.05,2.07
Kepler-47 b,Transit,2012,Kepler,49.532,3.03,636
Kepler-47 c,Transit,2012,Kepler,303.137,4.62,8899
Kepler-47 c,Transit,2012,Kepler,303.227,4.65,3.17
Kepler-47 d,Transit,2019,Kepler,187.366,7.04,19.02
Kepler-48 b,Transit,2012,Kepler,4.778,1.88,3.94
Kepler-48 b,Transit,2012,Kepler,4.778,2.05,14.3
Kepler-48 b,Transit,2012,Kepler,4.7779803,2.14,1887.83
Kepler-48 c,Transit,2012,Kepler,9.6739283,3.14,3689.85
Kepler-48 c,Transit,2012,Kepler,9.674,3.01,9.8
Kepler-48 c,Transit,2012,Kepler,9.67395,2.71,14.61
Kepler-48 d,Transit,2014,Kepler,42.8961,2.04,7.93
Kepler-49 b,Transit,2012,Kepler,7.204,2.3,8
Kepler-49 b,Transit,2012,Kepler,7.204,2.04,8.6
Kepler-49 b,Transit,2012,Kepler,7.2037945,2.72,311.46
Kepler-49 c,Transit,2012,Kepler,10.913,2.99,8.3
Kepler-49 c,Transit,2012,Kepler,10.913,2.8,5.9
Kepler-49 c,Transit,2012,Kepler,10.9129343,2.55,228.83
Kepler-5 b,Transit,2009,Kepler,3.54846,16.04,671.864
Kepler-5 b,Transit,2009,Kepler,3.548469,13.563,648.3732
Kepler-5 b,Transit,2009,Kepler,3.5484657,15.984,670.93913
Kepler-5 b,Transit,2009,Kepler,3.5484625,16.04,675.70658
Kepler-51 b,Transit,2012,Kepler,45.155,8.6,2.3
Kepler-51 b,Transit,2012,Kepler,45.154,7.1,2.1
Kepler-51 c,Transit,2012,Kepler,85.316,6.4,3.9
Kepler-51 c,Transit,2012,Kepler,85.313,9.31,9.7
Kepler-51 c,Transit,2012,Kepler,85.312,9,4
Kepler-51 d,Transit,2014,Kepler,130.18,11.8,6.2
Kepler-51 d,Transit,2014,Kepler,130.194,9.7,7.6
Kepler-52 b,Transit,2012,Kepler,7.877,2.52,79.6
Kepler-52 b,Transit,2012,Kepler,7.8773565,2.1,2765
Kepler-52 c,Transit,2012,Kepler,16.385,2.2,62.9
Kepler-52 c,Transit,2012,Kepler,16.3850021,1.84,3308.41
Kepler-53 b,Transit,2012,Kepler,18.649,2.84,103.1
Kepler-53 b,Transit,2012,Kepler,18.6489525,2.89,5851
Kepler-53 c,Transit,2012,Kepler,38.5583038,3.17,5002.43
Kepler-53 c,Transit,2012,Kepler,38.558,3.12,35.5
Kepler-538 b,Transit,2016,Kepler,81.73778,2.215,10.6
Kepler-539 b,Transit,2016,Kepler,125.63243,8.373,308.2951
Kepler-54 b,Transit,2012,Kepler,8.0109434,2.1,292.39
Kepler-54 b,Transit,2012,Kepler,8.011,2.19,21.5
Kepler-54 c,Transit,2012,Kepler,12.0717249,1.23,117.59
Kepler-54 c,Transit,2012,Kepler,12.072,1.32,19.8
Kepler-549 b,Transit,2016,Kepler,42.95,3.1,11
Kepler-55 b,Transit,2012,Kepler,27.9481449,2.43,473.55
Kepler-55 b,Transit,2012,Kepler,27.95,2.58,43
Kepler-55 c,Transit,2012,Kepler,42.126,2.35,69.8
Kepler-55 c,Transit,2012,Kepler,42.1516418,2.21,352.78
Kepler-56 b,Transit,2012,Kepler,10.501,6.51,236.2
Kepler-56 b,Transit,2012,Kepler,10.501,5.1,32
Kepler-56 b,Transit,2012,Kepler,10.5016,6.51,22.1
Kepler-56 c,Transit,2012,Kepler,21.405,9.8,286.8
Kepler-56 c,Transit,2012,Kepler,21.405,10.6,137.6
Kepler-56 c,Transit,2012,Kepler,21.40239,9.8,181
Kepler-57 b,Transit,2012,Kepler,5.7293196,2.19,5994.02
Kepler-57 b,Transit,2012,Kepler,5.729,2.37,118.1
Kepler-57 c,Transit,2012,Kepler,11.609,1.68,7.4
Kepler-57 c,Transit,2012,Kepler,11.6092567,1.55,2208.83
Kepler-58 b,Transit,2012,Kepler,10.219,2.66,34.9
Kepler-58 b,Transit,2012,Kepler,10.2184954,2.78,441.77
Kepler-58 c,Transit,2012,Kepler,15.5741568,2.86,696.02
Kepler-59 b,Transit,2012,Kepler,11.8681707,1.1,651.52
Kepler-59 c,Transit,2012,Kepler,17.9801235,1.98,435.41
Kepler-6 b,Transit,2009,Kepler,3.2346996,14.617,212.31044
Kepler-6 b,Transit,2009,Kepler,3.2346994,13.103,205.63601
Kepler-6 b,Transit,2009,Kepler,3.234702,13.103,201.18639
Kepler-6 b,Transit,2009,Kepler,3.234723,14.83,212.619
Kepler-60 b,Transit,2012,Kepler,7.1334,1.71,4.19
Kepler-60 b,Transit,2012,Kepler,7.1316185,2.28,79.45
Kepler-60 b,Transit,2012,Kepler,7.133,1.6,3.7
Kepler-60 b,Transit,2012,Kepler,7.131,2.2,23.1
Kepler-60 c,Transit,2012,Kepler,8.9193459,2.47,177.98
Kepler-60 c,Transit,2012,Kepler,8.922,2.38,17.2
Kepler-60 c,Transit,2012,Kepler,8.919,1.8,2
Kepler-60 c,Transit,2012,Kepler,8.9187,1.9,3.85
Kepler-60 d,Transit,2012,Kepler,11.8981,1.99,4.16
Kepler-60 d,Transit,2012,Kepler,11.899,1.6,3.9
Kepler-60 d,Transit,2012,Kepler,11.9016171,2.55,216.12
Kepler-62 b,Transit,2013,Kepler,5.714932,1.31,9
Kepler-62 c,Transit,2013,Kepler,12.4417,0.54,4
Kepler-62 d,Transit,2013,Kepler,18.16406,1.95,14
Kepler-62 e,Transit,2013,Kepler,122.3874,1.61,36
Kepler-62 f,Transit,2013,Kepler,267.291,1.41,35
Kepler-63 b,Transit,2013,Kepler,9.4341505,6.11,120
Kepler-65 b,Transit,2012,Kepler,2.1549209,1.444,2.4
Kepler-65 c,Transit,2012,Kepler,5.859697,2.623,5.4
Kepler-65 c,Transit,2012,Kepler,5.86,2.61,26.6
Kepler-65 d,Transit,2012,Kepler,8.13167,1.587,4.14
Kepler-68 b,Transit,2013,Kepler,5.39876,2.354,6.3566
Kepler-68 b,Transit,2013,Kepler,5.398763,2.31,8.3
Kepler-68 b,Transit,2013,Kepler,5.39875,2.33,5.97
Kepler-68 c,Transit,2013,Kepler,9.605085,0.953,4.8
Kepler-68 c,Transit,2013,Kepler,9.60504,1,7.2
Kepler-7 b,Transit,2009,Kepler,4.885525,16.567,137.615
Kepler-7 b,Transit,2009,Kepler,4.8854948,17.957,135.07775
Kepler-7 b,Transit,2009,Kepler,4.8854886,18.484,142.70567
Kepler-7 b,Transit,2009,Kepler,4.8854892,18.181,140.16303
Kepler-7 b,Transit,2009,Kepler,4.8854922,18.484,143.97699
Kepler-74 b,Transit,2013,Kepler,7.340718,14.8,216.12
Kepler-74 b,Transit,2013,Kepler,7.340711,10.76,200.22
Kepler-74 b,Transit,2013,Kepler,7.340711,10.761,191.96932
Kepler-75 b,Transit,2013,Kepler,8.884924,11.55,3146.4
Kepler-75 b,Transit,2013,Kepler,8.8849116,11.77,3209.9
Kepler-75 b,Transit,2013,Kepler,8.8849116,11.769,3210.083
Kepler-76 b,Orbital Brightness Modulation,2013,Kepler,1.5449298,15.244,638.8383
Kepler-76 b,Orbital Brightness Modulation,2013,Kepler,1.54492875,14.01,635.63
Kepler-76 b,Orbital Brightness Modulation,2013,Kepler,1.5449287,14.011,635.66
Kepler-77 b,Transit,2013,Kepler,3.57878087,10.761,165.90726
Kepler-77 b,Transit,2013,Kepler,3.5787806,10.76,225.65
Kepler-77 b,Transit,2013,Kepler,3.57878087,10.761,136.661
Kepler-78 b,Transit,2013,Kepler,0.35500744,1.121,3.1783
Kepler-78 b,Transit,2013,Kepler,0.35500744,1.16,8
Kepler-78 b,Transit,2013,Kepler,0.35500744,1.2,1.87
Kepler-78 b,Transit,2013,Kepler,0.355,1.173,1.86
Kepler-78 b,Transit,2013,Kepler,0.355,1.228,1.77
Kepler-78 b,Transit,2013,Kepler,0.35500744,1.2,1.69
Kepler-79 b,Transit,2012,Kepler,13.485,1.92,54.1
Kepler-79 b,Transit,2012,Kepler,13.4845,3.47,10.9
Kepler-79 c,Transit,2012,Kepler,27.4029,3.72,5.9
Kepler-79 c,Transit,2012,Kepler,27.402,2.05,13.7
Kepler-79 d,Transit,2014,Kepler,52.0902,7.16,6
Kepler-79 e,Transit,2014,Kepler,81.064,2.9,3.4
Kepler-79 e,Transit,2014,Kepler,81.0659,3.49,4.1
Kepler-8 b,Transit,2010,Kepler,3.52254,15.906,191.643
Kepler-8 b,Transit,2010,Kepler,3.52249905,15.906,177.9848
Kepler-8 b,Transit,2010,Kepler,3.5224991,15.872,187.5197
Kepler-8 b,Transit,2010,Kepler,3.5225047,15.48,187.5197
Kepler-80 b,Transit,2012,Kepler,7.05246,2.67,6.93
Kepler-80 c,Transit,2012,Kepler,9.52355,2.74,6.74
Kepler-80 d,Transit,2014,Kepler,3.07222,1.53,6.75
Kepler-80 d,Transit,2014,Kepler,3.072,1.3,3.7
Kepler-80 e,Transit,2014,Kepler,4.645,1.3,2.1
Kepler-80 e,Transit,2014,Kepler,4.64489,1.6,4.13
Kepler-81 b,Transit,2012,Kepler,5.955,2.8,17.2
Kepler-81 c,Transit,2012,Kepler,12.04,2.7,4.3
Kepler-82 b,Transit,2012,Kepler,26.44,4.07,12.15
Kepler-82 b,Transit,2012,Kepler,26.444,3.95,51
Kepler-82 c,Transit,2012,Kepler,51.535,5.28,18.4
Kepler-82 c,Transit,2012,Kepler,51.54,5.34,13.9
Kepler-83 b,Transit,2012,Kepler,9.771,2.71,42.1
Kepler-83 c,Transit,2012,Kepler,20.09,2.33,11.4
Kepler-83 d,Transit,2014,Kepler,5.17,2.13,24.6
Kepler-84 b,Transit,2012,Kepler,8.726,1.95,40
Kepler-84 c,Transit,2012,Kepler,12.883,2.06,20.2
Kepler-85 c,Transit,2012,Kepler,12.513,2.14,20.9
Kepler-85 e,Transit,2014,Kepler,25.215,1.2,0.6
Kepler-87 b,Transit,2013,Kepler,114.73635,13.49,324.2
Kepler-87 c,Transit,2013,Kepler,191.2318,6.14,6.4
Kepler-9 b,Transit,2010,Kepler,19.23891,8.29,43.4
Kepler-9 b,Transit,2010,Kepler,19.243,8.2,43.5
Kepler-9 b,Transit,2010,Kepler,19.2259,7.74,43.98767
Kepler-9 b,Transit,2010,Kepler,19.238,8.85,2175
Kepler-9 b,Transit,2010,Kepler,19.24,9.438,80.09
Kepler-9 c,Transit,2010,Kepler,38.9853,8.08,29.9
Kepler-9 c,Transit,2010,Kepler,38.91,9.225,54.347
Kepler-9 c,Transit,2010,Kepler,38.969,8.3,29.9
Kepler-9 c,Transit,2010,Kepler,38.988,8.65,509.7
Kepler-91 b,Transit,2013,Kepler,6.24658,15.323,257.4423
Kepler-91 b,Transit,2013,Kepler,6.24658,15.513,279.68
Kepler-91 b,Transit,2013,Kepler,6.24668005,15.69,209.76
Kepler-91 b,Transit,2013,Kepler,6.246696,14.572,241.54
Kepler-92 b,Transit,2013,Kepler,13.749,3.51,64.3
Kepler-92 c,Transit,2013,Kepler,26.723,2.6,6.1
Kepler-93 b,Transit,2014,Kepler,4.72673978,1.478,3.8
Kepler-93 b,Transit,2014,Kepler,4.72674,1.569,3.1783
Kepler-93 b,Transit,2014,Kepler,4.72674,1.5,2.59
Kepler-93 b,Transit,2014,Kepler,4.72673978,1.478,4.02
Kepler-94 b,Transit,2014,Kepler,2.50806,3.51,10.84
Kepler-95 b,Transit,2014,Kepler,11.5231,3.42,13
Kepler-96 b,Transit,2014,Kepler,16.2385,2.67,8.46
Kepler-97 b,Transit,2014,Kepler,2.58664,1.48,3.51
Kepler-98 b,Transit,2014,Kepler,1.54168,1.99,3.55
Kepler-99 b,Transit,2014,Kepler,4.60358,1.48,6.15
PH1 b,Transit,2012,Kepler,138.317,6.18,169
PH2 b,Transit,2013,Kepler,282.525,10.088,25426.4
BD+20 594 b,Transit,2016,K2,41.6855,2.578,22.2481
BD+20 594 b,Transit,2016,K2,41.6855,2.23,16.3
EPIC 211945201 b,Transit,2018,K2,19.49213,6.12,27
EPIC 220674823 b,Transit,2016,K2,0.571336,1.82,9
EPIC 220674823 b,Transit,2016,K2,0.571,1.712,7.72
EPIC 220674823 b,Transit,2016,K2,0.571292,1.52,8.36
EPIC 220674823 c,Transit,2016,K2,13.3397,2.5,5.8
EPIC 220674823 c,Transit,2016,K2,13.3387,2.77,5.7
EPIC 246851721 b,Transit,2018,K2,6.180235,11.781,953.49
EPIC 248847494 b,Transit,2018,K2,3650,12.442,4131.79
EPIC 249893012 b,Transit,2020,K2,3.5951,1.95,8.75
EPIC 249893012 c,Transit,2020,K2,15.624,3.67,14.67
EPIC 249893012 d,Transit,2020,K2,35.747,3.94,10.18
GJ 9827 b,Transit,2017,K2,1.2089819,1.577,4.91
GJ 9827 b,Transit,2017,K2,1.2089802,1.62,3.42
GJ 9827 b,Transit,2017,K2,1.209,1.571,4.89
GJ 9827 c,Transit,2017,K2,3.648083,1.269,2.42
GJ 9827 c,Transit,2017,K2,3.6480957,1.241,0.84
GJ 9827 d,Transit,2017,K2,6.2014698,2.022,4.04
GJ 9827 d,Transit,2017,K2,6.201467,2.07,5.2
HD 106315 b,Transit,2017,K2,9.55237,2.44,12.6
HD 106315 c,Transit,2017,K2,21.05704,4.35,15.2
HD 3167 b,Transit,2016,K2,0.96,1.626,5.59
HD 3167 b,Transit,2016,K2,0.959641,1.7,5.02
HD 3167 c,Transit,2016,K2,29.8454,3.01,9.8
HD 80653 b,Transit,2020,K2,0.719573,1.613,5.6
HD 89345 b,Transit,2018,K2,11.81399,6.86,35.7
HD 89345 b,Transit,2018,K2,11.8143,7.398,34.9613
HD 89345 b,Transit,2018,K2,11.8143,7.263,38.45743
HIP 116454 b,Transit,2014,K2,9.1205,2.466,12.7132
HIP 116454 b,Transit,2014,K2,9.1205,2.53,11.82
K2-10 b,Transit,2015,K2,19.3044,3.84,27
K2-105 b,Transit,2017,K2,8.266902,3.59,30
K2-107 b,Transit,2017,K2,3.31392,16.141,266.9772
K2-108 b,Transit,2017,K2,4.73401,5.28,59.4
K2-110 b,Transit,2017,K2,13.86375,2.592,16.7
K2-111 b,Transit,2017,K2,5.35117,1.9,8.6
K2-113 b,Transit,2017,K2,5.817608,10.424,410.0007
K2-114 b,Transit,2017,K2,11.39109,10.559,587.9855
K2-115 b,Transit,2017,K2,20.273034,12.498,266.9772
